transaction_id,amount,transaction_hour,merchant_category,foreign_transaction,location_mismatch,device_trust_score,velocity_last_24h,cardholder_age,is_fraud,risk_flag,amount_norm,trust_norm,velocity_norm,transaction_node,merchant_node,cardholder_node,fraud_label
749,426.51,23,Electronics,0,0,78,0,31,0,0,0.2899377311289972,0.7162162162162163,0.0,TX_749,Electronics,USER_748,Normal
750,176.18,7,Grocery,1,0,83,0,64,0,1,0.11976560800522079,0.7837837837837839,0.0,TX_750,Grocery,USER_749,Normal
751,22.38,9,Food,0,0,30,2,47,0,0,0.015213726343267347,0.0675675675675676,0.2222222222222222,TX_751,Food,USER_750,Normal
752,505.91,11,Clothing,0,0,29,1,52,0,0,0.34391314988035676,0.05405405405405406,0.1111111111111111,TX_752,Clothing,USER_751,Normal
753,177.85,9,Clothing,0,0,25,2,64,0,0,0.12090085925603654,0.0,0.2222222222222222,TX_753,Clothing,USER_752,Normal
754,73.41,12,Travel,0,1,38,2,34,0,1,0.04990346965412225,0.17567567567567577,0.2222222222222222,TX_754,Travel,USER_753,Normal
755,27.0,17,Grocery,0,0,55,3,20,0,0,0.01835436154013487,0.4054054054054055,0.3333333333333333,TX_755,Grocery,USER_754,Normal
756,284.4,9,Food,0,0,75,1,26,0,0,0.19333260822275394,0.6756756756756758,0.1111111111111111,TX_756,Food,USER_755,Normal
757,174.2,18,Food,1,0,43,0,24,0,1,0.11841962149227755,0.2432432432432433,0.0,TX_757,Food,USER_756,Normal
758,137.23,19,Grocery,0,0,56,2,37,0,0,0.09328774200565586,0.41891891891891897,0.2222222222222222,TX_758,Grocery,USER_757,Normal
759,403.79,16,Clothing,0,0,81,1,29,0,0,0.27449287578855774,0.7567567567567569,0.1111111111111111,TX_759,Clothing,USER_758,Normal
760,279.72,19,Electronics,0,0,55,0,24,0,0,0.19015118555579727,0.4054054054054055,0.0,TX_760,Electronics,USER_759,Normal
761,29.61,15,Grocery,0,0,82,1,46,0,0,0.020128616489014574,0.7702702702702703,0.1111111111111111,TX_761,Grocery,USER_760,Normal
762,67.24,4,Food,0,0,50,2,46,0,0,0.04570915814661736,0.33783783783783783,0.2222222222222222,TX_762,Food,USER_761,Normal
763,51.42,2,Grocery,0,0,72,2,35,0,0,0.03495486186643463,0.6351351351351352,0.2222222222222222,TX_763,Grocery,USER_762,Normal
764,245.23,14,Clothing,0,0,65,1,19,0,0,0.16670518816619534,0.5405405405405406,0.1111111111111111,TX_764,Clothing,USER_763,Normal
765,6.14,1,Travel,0,0,49,0,65,0,0,0.0041739177724603,0.32432432432432434,0.0,TX_765,Travel,USER_764,Normal
766,151.87,12,Travel,0,0,71,1,28,0,0,0.10323988470741788,0.6216216216216217,0.1111111111111111,TX_766,Travel,USER_765,Normal
767,258.73,21,Electronics,0,0,78,0,43,0,0,0.17588236893626277,0.7162162162162163,0.0,TX_767,Electronics,USER_766,Normal
768,376.86,7,Electronics,0,0,81,2,44,0,0,0.2561860996301936,0.7567567567567569,0.2222222222222222,TX_768,Electronics,USER_767,Normal
769,75.36,22,Clothing,1,0,96,0,36,0,1,0.05122906243202088,0.9594594594594595,0.0,TX_769,Clothing,USER_768,Normal
770,309.93,16,Electronics,0,0,85,0,55,0,0,0.2106876767457037,0.8108108108108109,0.0,TX_770,Electronics,USER_769,Normal
771,21.1,3,Travel,0,1,28,2,37,1,1,0.014343593648031325,0.04054054054054057,0.2222222222222222,TX_771,Travel,USER_770,Fraud
772,337.27,18,Clothing,0,0,55,1,41,0,0,0.22927316728301064,0.4054054054054055,0.1111111111111111,TX_772,Clothing,USER_771,Normal
773,24.55,21,Clothing,1,0,91,3,56,0,1,0.01668887317815967,0.891891891891892,0.3333333333333333,TX_773,Clothing,USER_772,Normal
774,91.14,8,Clothing,0,0,65,4,30,0,0,0.061956167065477484,0.5405405405405406,0.4444444444444444,TX_774,Clothing,USER_773,Normal
775,287.28,22,Grocery,0,0,50,2,23,0,0,0.195290406787035,0.33783783783783783,0.2222222222222222,TX_775,Grocery,USER_774,Normal
776,29.24,14,Electronics,1,1,92,2,57,0,2,0.01987709375679791,0.9054054054054056,0.2222222222222222,TX_776,Electronics,USER_775,Normal
777,46.87,8,Food,0,0,90,2,54,0,0,0.031861812051337826,0.8783783783783784,0.2222222222222222,TX_777,Food,USER_776,Normal
778,230.59,23,Travel,0,0,43,3,18,0,0,0.15675304546443333,0.2432432432432433,0.3333333333333333,TX_778,Travel,USER_777,Normal
779,229.16,20,Electronics,0,0,49,0,69,0,0,0.15578094409397433,0.32432432432432434,0.0,TX_779,Electronics,USER_778,Normal
780,184.47,8,Travel,0,0,71,3,19,0,0,0.12540107678921034,0.6216216216216217,0.3333333333333333,TX_780,Travel,USER_779,Normal
781,213.12,13,Electronics,0,0,95,3,55,0,0,0.14487709375679791,0.9459459459459459,0.3333333333333333,TX_781,Electronics,USER_780,Normal
782,140.84,22,Food,0,0,32,2,58,0,0,0.09574178812268871,0.09459459459459463,0.2222222222222222,TX_782,Food,USER_781,Normal
783,52.22,20,Travel,0,1,27,0,47,0,1,0.035498694800957145,0.027027027027027084,0.0,TX_783,Travel,USER_782,Normal
784,76.35,15,Food,0,0,57,2,41,0,0,0.05190205568849249,0.43243243243243246,0.2222222222222222,TX_784,Food,USER_783,Normal
785,36.07,23,Travel,0,0,52,3,58,0,0,0.02452006743528388,0.3648648648648649,0.3333333333333333,TX_785,Travel,USER_784,Normal
786,430.36,22,Grocery,0,0,46,2,55,0,0,0.29255492712638675,0.2837837837837839,0.2222222222222222,TX_786,Grocery,USER_785,Normal
787,157.61,16,Grocery,0,0,54,2,44,0,0,0.10714188601261693,0.391891891891892,0.2222222222222222,TX_787,Grocery,USER_786,Normal
788,92.2,12,Travel,0,0,71,1,47,0,0,0.06267674570371981,0.6216216216216217,0.1111111111111111,TX_788,Travel,USER_787,Normal
789,111.58,8,Travel,0,0,60,3,26,0,0,0.07585109854252774,0.472972972972973,0.3333333333333333,TX_789,Travel,USER_788,Normal
790,529.71,14,Food,1,0,83,0,54,0,1,0.3600921796824016,0.7837837837837839,0.0,TX_790,Food,USER_789,Normal
791,29.96,6,Clothing,0,0,38,3,33,0,0,0.020366543397868173,0.17567567567567577,0.3333333333333333,TX_791,Clothing,USER_790,Normal
792,158.84,0,Travel,0,0,97,2,52,0,0,0.10797802914944529,0.9729729729729731,0.2222222222222222,TX_792,Travel,USER_791,Normal
793,126.9,0,Electronics,0,0,38,4,45,0,0,0.08626549923863389,0.17567567567567577,0.4444444444444444,TX_793,Electronics,USER_792,Normal
794,170.16,4,Electronics,0,0,80,4,29,0,0,0.11567326517293887,0.7432432432432433,0.4444444444444444,TX_794,Electronics,USER_793,Normal
795,3.29,23,Electronics,0,0,48,2,29,0,0,0.0022365129432238414,0.31081081081081086,0.2222222222222222,TX_795,Electronics,USER_794,Normal
796,370.2,8,Grocery,0,0,73,4,68,0,0,0.25165869045029365,0.6486486486486487,0.4444444444444444,TX_796,Grocery,USER_795,Normal
797,484.2,11,Food,0,0,67,2,26,0,0,0.329154883619752,0.5675675675675677,0.2222222222222222,TX_797,Food,USER_796,Normal
798,149.89,5,Grocery,0,0,27,4,46,0,0,0.10189389819447464,0.027027027027027084,0.4444444444444444,TX_798,Grocery,USER_797,Normal
799,214.72,12,Electronics,0,0,47,4,68,0,0,0.14596475962584293,0.29729729729729737,0.4444444444444444,TX_799,Electronics,USER_798,Normal
800,460.34,7,Travel,0,0,44,1,68,0,0,0.312935066347618,0.2567567567567568,0.1111111111111111,TX_800,Travel,USER_799,Normal
801,221.11,14,Electronics,0,0,39,3,38,0,0,0.15030862519034152,0.18918918918918926,0.3333333333333333,TX_801,Electronics,USER_800,Normal
802,29.79,5,Travel,0,0,67,1,34,0,0,0.020250978899282138,0.5675675675675677,0.1111111111111111,TX_802,Travel,USER_801,Normal
803,154.57,5,Food,0,0,95,4,50,0,0,0.10507532086143136,0.9459459459459459,0.4444444444444444,TX_803,Food,USER_802,Normal
804,167.98,3,Clothing,0,0,57,4,51,0,0,0.11419132042636501,0.43243243243243246,0.4444444444444444,TX_804,Clothing,USER_803,Normal
805,99.34,10,Travel,0,0,79,0,43,0,0,0.06753045464433326,0.7297297297297297,0.0,TX_805,Travel,USER_804,Normal
806,240.03,20,Grocery,0,0,65,7,35,0,0,0.163170274091799,0.5405405405405406,0.7777777777777777,TX_806,Grocery,USER_805,Normal
807,490.26,17,Electronics,0,0,42,1,51,0,0,0.33327441809876,0.22972972972972971,0.1111111111111111,TX_807,Electronics,USER_806,Normal
808,467.62,2,Electronics,0,0,27,2,55,0,0,0.3178839460517729,0.027027027027027084,0.2222222222222222,TX_808,Electronics,USER_807,Normal
809,107.89,2,Electronics,0,0,27,2,42,0,0,0.07334266913204264,0.027027027027027084,0.2222222222222222,TX_809,Electronics,USER_808,Normal
810,21.63,11,Travel,0,0,40,2,69,0,0,0.01470388296715249,0.20270270270270274,0.2222222222222222,TX_810,Travel,USER_809,Normal
811,754.05,20,Food,0,0,67,1,68,0,0,0.5125965303458777,0.5675675675675677,0.1111111111111111,TX_811,Food,USER_810,Normal
812,328.63,20,Travel,0,0,47,3,51,0,0,0.2233997715901675,0.29729729729729737,0.3333333333333333,TX_812,Travel,USER_811,Normal
813,23.97,5,Grocery,0,0,39,0,67,0,0,0.016294594300630846,0.18918918918918926,0.0,TX_813,Grocery,USER_812,Normal
814,456.54,20,Electronics,0,0,97,4,65,0,0,0.31035185990863606,0.9729729729729731,0.4444444444444444,TX_814,Electronics,USER_813,Normal
815,367.1,5,Travel,0,0,82,1,62,0,0,0.24955133782901892,0.7702702702702703,0.1111111111111111,TX_815,Travel,USER_814,Normal
816,131.68,7,Electronics,1,0,64,3,32,0,1,0.08951490102240592,0.5270270270270271,0.3333333333333333,TX_816,Electronics,USER_815,Normal
817,161.05,14,Grocery,0,1,62,6,19,0,1,0.10948036763106374,0.5000000000000001,0.6666666666666666,TX_817,Grocery,USER_816,Normal
818,91.65,17,Clothing,0,0,30,3,40,0,0,0.06230286056123559,0.0675675675675676,0.3333333333333333,TX_818,Clothing,USER_817,Normal
819,10.14,19,Clothing,0,0,70,0,62,0,0,0.0068930824450728736,0.6081081081081082,0.0,TX_819,Clothing,USER_818,Normal
820,73.49,15,Clothing,0,0,30,2,23,0,0,0.0499578529475745,0.0675675675675676,0.2222222222222222,TX_820,Clothing,USER_819,Normal
821,292.29,5,Electronics,0,0,44,3,56,0,0,0.19869616053948227,0.2567567567567568,0.3333333333333333,TX_821,Electronics,USER_820,Normal
822,0.84,20,Travel,0,0,43,1,36,0,0,0.0005710245812486404,0.2432432432432433,0.1111111111111111,TX_822,Travel,USER_821,Normal
823,73.03,16,Electronics,0,0,38,6,51,0,0,0.04964514901022406,0.17567567567567577,0.6666666666666666,TX_823,Electronics,USER_822,Normal
824,91.4,8,Food,0,0,89,2,54,0,0,0.0621329127691973,0.864864864864865,0.2222222222222222,TX_824,Food,USER_823,Normal
825,138.76,18,Travel,0,0,53,3,63,0,0,0.09432782249293016,0.3783783783783784,0.3333333333333333,TX_825,Travel,USER_824,Normal
826,454.31,17,Grocery,0,0,55,3,40,0,0,0.3088359256036545,0.4054054054054055,0.3333333333333333,TX_826,Grocery,USER_825,Normal
827,76.53,22,Clothing,0,0,49,3,32,0,0,0.05202441809876006,0.32432432432432434,0.3333333333333333,TX_827,Clothing,USER_826,Normal
828,76.7,4,Travel,1,0,95,4,19,0,1,0.0521399825973461,0.9459459459459459,0.4444444444444444,TX_828,Travel,USER_827,Normal
829,240.75,5,Travel,0,0,70,0,55,0,0,0.16365972373286924,0.6081081081081082,0.0,TX_829,Travel,USER_828,Normal
830,108.34,11,Clothing,0,0,76,2,42,0,0,0.07364857515771155,0.6891891891891894,0.2222222222222222,TX_830,Clothing,USER_829,Normal
831,45.79,10,Grocery,0,0,40,0,61,0,0,0.031127637589732433,0.20270270270270274,0.0,TX_831,Grocery,USER_830,Normal
832,108.41,15,Electronics,0,0,35,3,25,0,0,0.07369616053948226,0.1351351351351352,0.3333333333333333,TX_832,Electronics,USER_831,Normal
833,27.33,19,Electronics,0,0,42,4,28,0,0,0.018578692625625406,0.22972972972972971,0.4444444444444444,TX_833,Electronics,USER_832,Normal
834,34.93,16,Travel,0,0,80,4,46,0,0,0.023745105503589298,0.7432432432432433,0.4444444444444444,TX_834,Travel,USER_833,Normal
835,124.18,19,Clothing,1,0,80,0,22,0,1,0.08441646726125734,0.7432432432432433,0.0,TX_835,Clothing,USER_834,Normal
836,97.72,8,Food,0,0,81,1,54,0,0,0.06642919295192516,0.7567567567567569,0.1111111111111111,TX_836,Food,USER_835,Normal
837,443.39,0,Grocery,0,1,93,3,37,0,1,0.3014126060474222,0.918918918918919,0.3333333333333333,TX_837,Grocery,USER_836,Normal
838,81.01,2,Electronics,1,0,90,1,29,0,1,0.05506988253208615,0.8783783783783784,0.1111111111111111,TX_838,Electronics,USER_837,Normal
839,156.4,20,Grocery,0,0,98,3,33,0,0,0.10631933869915162,0.9864864864864865,0.3333333333333333,TX_839,Grocery,USER_838,Normal
840,180.07,22,Grocery,0,0,40,2,38,0,0,0.12240999564933651,0.20270270270270274,0.2222222222222222,TX_840,Grocery,USER_839,Normal
841,2.37,8,Grocery,1,0,30,0,54,0,1,0.0016111050685229497,0.0675675675675676,0.0,TX_841,Grocery,USER_840,Normal
842,196.07,21,Clothing,0,0,76,2,67,0,0,0.13328665433978681,0.6891891891891894,0.2222222222222222,TX_842,Clothing,USER_841,Normal
843,35.29,18,Clothing,0,0,79,1,38,0,0,0.02398983032412443,0.7297297297297297,0.1111111111111111,TX_843,Clothing,USER_842,Normal
844,584.28,12,Clothing,0,0,97,2,45,0,0,0.39718838372851856,0.9729729729729731,0.2222222222222222,TX_844,Clothing,USER_843,Normal
845,28.97,22,Travel,0,0,73,4,51,0,0,0.019693550141396562,0.6486486486486487,0.4444444444444444,TX_845,Travel,USER_844,Normal
846,96.39,13,Clothing,0,0,96,1,25,0,0,0.06552507069828149,0.9594594594594595,0.1111111111111111,TX_846,Clothing,USER_845,Normal
847,16.06,19,Travel,0,0,80,1,63,0,0,0.010917446160539482,0.7432432432432433,0.1111111111111111,TX_847,Travel,USER_846,Normal
848,1038.25,18,Electronics,0,0,65,0,48,0,0,0.705793180335001,0.5405405405405406,0.0,TX_848,Electronics,USER_847,Normal
849,125.56,22,Electronics,0,0,95,2,38,0,0,0.08535457907330868,0.9459459459459459,0.2222222222222222,TX_849,Electronics,USER_848,Normal
850,162.87,6,Electronics,0,0,80,2,20,0,0,0.11071758755710245,0.7432432432432433,0.2222222222222222,TX_850,Electronics,USER_849,Normal
851,12.5,3,Electronics,0,0,87,3,64,0,0,0.008497389601914292,0.8378378378378378,0.3333333333333333,TX_851,Electronics,USER_850,Normal
852,249.5,11,Electronics,0,0,52,1,38,0,0,0.16960789645420926,0.3648648648648649,0.1111111111111111,TX_852,Electronics,USER_851,Normal
853,42.41,22,Clothing,0,0,99,3,46,0,0,0.028829943441374805,1.0,0.3333333333333333,TX_853,Clothing,USER_852,Normal
854,411.0,13,Food,0,0,55,1,49,0,0,0.2793941701109419,0.4054054054054055,0.1111111111111111,TX_854,Food,USER_853,Normal
855,41.33,1,Clothing,0,0,79,3,66,0,0,0.02809576897976941,0.7297297297297297,0.3333333333333333,TX_855,Clothing,USER_854,Normal
856,38.08,0,Food,0,0,76,1,43,0,0,0.025886447683271696,0.6891891891891894,0.1111111111111111,TX_856,Food,USER_855,Normal
857,6.7,17,Clothing,1,0,98,4,30,0,1,0.004554600826626061,0.9864864864864865,0.4444444444444444,TX_857,Clothing,USER_856,Normal
858,114.98,19,Electronics,0,0,90,2,32,0,0,0.07816238851424842,0.8783783783783784,0.2222222222222222,TX_858,Electronics,USER_857,Normal
859,149.77,7,Grocery,0,0,70,3,19,0,0,0.10181232325429629,0.6081081081081082,0.3333333333333333,TX_859,Grocery,USER_858,Normal
860,12.23,2,Food,1,0,28,3,66,1,1,0.008313845986512943,0.04054054054054057,0.3333333333333333,TX_860,Food,USER_859,Fraud
861,268.92,5,Grocery,0,0,46,1,50,0,0,0.18280944093974333,0.2837837837837839,0.1111111111111111,TX_861,Grocery,USER_860,Normal
862,108.69,21,Electronics,0,0,69,1,48,0,0,0.07388650206656515,0.5945945945945946,0.1111111111111111,TX_862,Electronics,USER_861,Normal
863,133.77,12,Food,0,0,52,4,18,0,0,0.090935664563846,0.3648648648648649,0.4444444444444444,TX_863,Food,USER_862,Normal
864,104.61,8,Grocery,0,0,34,1,32,0,0,0.07111295410050032,0.12162162162162166,0.1111111111111111,TX_864,Grocery,USER_863,Normal
865,92.18,8,Clothing,0,0,90,2,56,0,0,0.06266314988035676,0.8783783783783784,0.2222222222222222,TX_865,Clothing,USER_864,Normal
866,147.63,19,Electronics,0,1,73,5,32,0,1,0.10035757015444854,0.6486486486486487,0.5555555555555556,TX_866,Electronics,USER_865,Normal
867,30.37,8,Clothing,0,0,97,1,37,0,0,0.020645257776810963,0.9729729729729731,0.1111111111111111,TX_867,Clothing,USER_866,Normal
868,36.14,14,Clothing,1,0,75,2,69,0,1,0.0245676528170546,0.6756756756756758,0.2222222222222222,TX_868,Clothing,USER_867,Normal
869,356.21,12,Electronics,0,0,67,3,24,0,0,0.24214841200783116,0.5675675675675677,0.3333333333333333,TX_869,Electronics,USER_868,Normal
870,525.76,21,Food,0,0,30,1,53,0,0,0.35740700456819663,0.0675675675675676,0.1111111111111111,TX_870,Food,USER_869,Normal
871,84.11,15,Travel,0,0,49,4,60,0,0,0.057177235153360886,0.32432432432432434,0.4444444444444444,TX_871,Travel,USER_870,Normal
872,56.83,1,Travel,0,0,28,3,29,0,0,0.03863253208614313,0.04054054054054057,0.3333333333333333,TX_872,Travel,USER_871,Normal
873,185.91,13,Electronics,0,0,48,3,30,0,0,0.12637997607135087,0.31081081081081086,0.3333333333333333,TX_873,Electronics,USER_872,Normal
874,94.59,5,Travel,0,0,80,5,22,0,0,0.06430144659560583,0.7432432432432433,0.5555555555555556,TX_874,Travel,USER_873,Normal
875,4.63,1,Grocery,1,0,79,1,60,0,1,0.0031474331085490537,0.7297297297297297,0.1111111111111111,TX_875,Grocery,USER_874,Normal
876,30.56,7,Food,1,0,78,2,23,0,1,0.02077441809876006,0.7162162162162163,0.2222222222222222,TX_876,Food,USER_875,Normal
877,226.56,3,Clothing,0,0,27,1,22,0,0,0.15401348705677614,0.027027027027027084,0.1111111111111111,TX_877,Clothing,USER_876,Normal
878,193.62,20,Clothing,0,0,71,0,62,0,0,0.13162116597781162,0.6216216216216217,0.0,TX_878,Clothing,USER_877,Normal
879,4.94,23,Electronics,0,0,54,2,56,0,0,0.0033581683706765285,0.391891891891892,0.2222222222222222,TX_879,Electronics,USER_878,Normal
880,45.18,13,Clothing,0,0,65,2,60,0,0,0.030712964977159016,0.5405405405405406,0.2222222222222222,TX_880,Clothing,USER_879,Normal
881,47.3,10,Grocery,0,0,79,4,64,0,0,0.032154122253643676,0.7297297297297297,0.4444444444444444,TX_881,Grocery,USER_880,Normal
882,200.59,23,Grocery,0,0,83,1,23,0,0,0.13635931041983904,0.7837837837837839,0.1111111111111111,TX_882,Grocery,USER_881,Normal
883,3.58,13,Electronics,1,0,64,0,23,0,1,0.0024336523819882532,0.5270270270270271,0.0,TX_883,Electronics,USER_882,Normal
884,19.79,11,Clothing,0,0,69,3,28,0,0,0.013453067217750705,0.5945945945945946,0.3333333333333333,TX_884,Clothing,USER_883,Normal
885,289.62,15,Travel,0,1,46,1,44,0,1,0.19688111812051337,0.2837837837837839,0.1111111111111111,TX_885,Travel,USER_884,Normal
886,35.4,5,Travel,1,0,39,2,33,0,1,0.024064607352621274,0.18918918918918926,0.2222222222222222,TX_886,Travel,USER_885,Normal
887,190.39,19,Food,0,0,41,2,62,0,0,0.12942544050467694,0.21621621621621623,0.2222222222222222,TX_887,Food,USER_886,Normal
888,48.97,0,Electronics,0,0,83,0,20,0,0,0.03328937350445943,0.7837837837837839,0.0,TX_888,Electronics,USER_887,Normal
889,18.85,11,Food,0,1,49,0,39,0,1,0.012814063519686753,0.32432432432432434,0.0,TX_889,Food,USER_888,Normal
890,50.15,6,Travel,0,0,67,0,49,0,0,0.03409152708288014,0.5675675675675677,0.0,TX_890,Travel,USER_889,Normal
891,230.6,7,Travel,1,0,88,2,42,0,1,0.15675984337611484,0.8513513513513514,0.2222222222222222,TX_891,Travel,USER_890,Normal
892,348.45,8,Travel,0,0,75,1,35,0,0,0.23687323254296277,0.6756756756756758,0.1111111111111111,TX_892,Travel,USER_891,Normal
893,319.19,1,Food,0,0,85,1,36,0,0,0.2169825429628018,0.8108108108108109,0.1111111111111111,TX_893,Food,USER_892,Normal
894,91.11,16,Electronics,0,0,69,0,65,0,0,0.06193577333043289,0.5945945945945946,0.0,TX_894,Electronics,USER_893,Normal
895,198.52,19,Grocery,0,0,27,0,47,0,0,0.13495214270176203,0.027027027027027084,0.0,TX_895,Grocery,USER_894,Normal
896,41.29,12,Grocery,0,0,60,0,52,0,0,0.028068577333043288,0.472972972972973,0.0,TX_896,Grocery,USER_895,Normal
897,62.45,4,Travel,1,0,88,1,68,0,1,0.0424529584511638,0.8513513513513514,0.1111111111111111,TX_897,Travel,USER_896,Normal
898,407.99,9,Electronics,0,0,52,5,63,0,0,0.277347998694801,0.3648648648648649,0.5555555555555556,TX_898,Electronics,USER_897,Normal
899,2.36,11,Electronics,1,0,69,6,44,0,1,0.0016043071568414182,0.5945945945945946,0.6666666666666666,TX_899,Electronics,USER_898,Normal
900,16.09,16,Clothing,1,0,45,1,35,0,1,0.010937839895584077,0.2702702702702703,0.1111111111111111,TX_900,Clothing,USER_899,Normal
901,41.95,20,Clothing,0,0,51,4,30,0,0,0.028517239504024364,0.3513513513513514,0.4444444444444444,TX_901,Clothing,USER_900,Normal
902,4.84,5,Food,0,0,59,2,61,0,0,0.0032901892538612135,0.45945945945945954,0.2222222222222222,TX_902,Food,USER_901,Normal
903,36.04,2,Clothing,0,0,72,1,48,0,0,0.024499673700239286,0.6351351351351352,0.1111111111111111,TX_903,Clothing,USER_902,Normal
904,157.46,14,Food,0,0,47,3,20,0,0,0.10703991733739396,0.29729729729729737,0.3333333333333333,TX_904,Food,USER_903,Normal
905,98.49,6,Grocery,0,0,88,3,48,0,0,0.06695263215140308,0.8513513513513514,0.3333333333333333,TX_905,Grocery,USER_904,Normal
906,401.74,5,Travel,0,0,37,3,41,0,0,0.2730993038938438,0.16216216216216217,0.3333333333333333,TX_906,Travel,USER_905,Normal
907,306.13,3,Electronics,0,0,54,1,54,0,0,0.20810447030672177,0.391891891891892,0.1111111111111111,TX_907,Electronics,USER_906,Normal
908,75.29,18,Grocery,0,1,98,5,39,0,1,0.05118147705025017,0.9864864864864865,0.5555555555555556,TX_908,Grocery,USER_907,Normal
909,54.06,4,Grocery,0,0,44,3,50,0,0,0.03674951055035893,0.2567567567567568,0.3333333333333333,TX_909,Grocery,USER_908,Normal
910,85.96,2,Food,0,0,30,1,62,0,0,0.0584348488144442,0.0675675675675676,0.1111111111111111,TX_910,Food,USER_909,Normal
911,160.62,8,Travel,0,0,43,2,32,0,0,0.10918805742875788,0.2432432432432433,0.2222222222222222,TX_911,Travel,USER_910,Normal
912,56.17,5,Food,0,0,91,3,55,0,0,0.03818386991516206,0.891891891891892,0.3333333333333333,TX_912,Food,USER_911,Normal
913,176.14,12,Grocery,0,0,98,4,59,0,0,0.11973841635849465,0.9864864864864865,0.4444444444444444,TX_913,Grocery,USER_912,Normal
914,94.79,21,Electronics,0,1,34,0,31,0,1,0.06443740482923646,0.12162162162162166,0.0,TX_914,Electronics,USER_913,Normal
915,144.55,19,Clothing,0,0,80,3,65,0,0,0.09826381335653687,0.7432432432432433,0.3333333333333333,TX_915,Clothing,USER_914,Normal
916,103.13,3,Food,0,1,45,0,32,0,1,0.07010686317163367,0.2702702702702703,0.0,TX_916,Food,USER_915,Normal
917,62.78,1,Grocery,0,0,80,4,46,0,0,0.04267728953665434,0.7432432432432433,0.4444444444444444,TX_917,Grocery,USER_916,Normal
918,533.75,3,Clothing,0,0,81,2,43,0,0,0.36283853600174026,0.7567567567567569,0.2222222222222222,TX_918,Clothing,USER_917,Normal
919,259.61,7,Clothing,0,0,26,4,39,0,0,0.17648058516423754,0.013513513513513542,0.4444444444444444,TX_919,Clothing,USER_918,Normal
920,27.17,12,Grocery,0,0,63,1,21,0,0,0.018469926038720906,0.5135135135135136,0.1111111111111111,TX_920,Grocery,USER_919,Normal
921,365.13,9,Travel,0,0,85,3,50,0,0,0.24821214922775722,0.8108108108108109,0.3333333333333333,TX_921,Travel,USER_920,Normal
922,120.3,17,Grocery,0,0,69,3,22,0,0,0.08177887752882314,0.5945945945945946,0.3333333333333333,TX_922,Grocery,USER_921,Normal
923,404.92,8,Electronics,0,0,52,0,45,0,0,0.2752610398085708,0.3648648648648649,0.0,TX_923,Electronics,USER_922,Normal
924,289.57,0,Clothing,0,1,42,1,66,0,1,0.1968471285621057,0.22972972972972971,0.1111111111111111,TX_924,Clothing,USER_923,Normal
925,99.68,12,Electronics,0,0,38,2,52,0,0,0.06776158364150534,0.17567567567567577,0.2222222222222222,TX_925,Electronics,USER_924,Normal
926,4.09,17,Food,0,0,79,1,59,0,0,0.002780345877746356,0.7297297297297297,0.1111111111111111,TX_926,Food,USER_925,Normal
927,56.32,14,Clothing,0,0,83,1,49,0,0,0.038285838590385035,0.7837837837837839,0.1111111111111111,TX_927,Clothing,USER_926,Normal
928,140.42,1,Travel,0,0,43,2,46,0,0,0.09545627583206438,0.2432432432432433,0.2222222222222222,TX_928,Travel,USER_927,Normal
929,180.67,10,Grocery,0,0,65,4,63,0,0,0.1228178703502284,0.5405405405405406,0.4444444444444444,TX_929,Grocery,USER_928,Normal
930,53.69,13,Food,0,1,36,4,41,0,1,0.036497987818142265,0.14864864864864868,0.4444444444444444,TX_930,Food,USER_929,Normal
931,27.01,21,Electronics,0,0,44,1,47,0,0,0.018361159451816402,0.2567567567567568,0.1111111111111111,TX_931,Electronics,USER_930,Normal
932,324.25,14,Food,0,0,58,1,26,0,0,0.22042228627365673,0.44594594594594594,0.1111111111111111,TX_932,Food,USER_931,Normal
933,748.91,13,Travel,0,0,60,2,65,0,0,0.5091024037415706,0.472972972972973,0.2222222222222222,TX_933,Travel,USER_932,Normal
934,134.26,15,Grocery,0,0,45,1,35,0,0,0.09126876223624102,0.2702702702702703,0.1111111111111111,TX_934,Grocery,USER_933,Normal
935,33.9,22,Food,0,0,80,5,28,0,0,0.02304492060039156,0.7432432432432433,0.5555555555555556,TX_935,Food,USER_934,Normal
936,57.22,14,Electronics,0,0,65,4,39,0,0,0.03889765064172286,0.5405405405405406,0.4444444444444444,TX_936,Electronics,USER_935,Normal
937,3.34,18,Food,0,0,65,5,54,0,0,0.0022705025016314987,0.5405405405405406,0.5555555555555556,TX_937,Food,USER_936,Normal
938,442.24,8,Grocery,0,0,67,2,40,0,0,0.3006308462040461,0.5675675675675677,0.2222222222222222,TX_938,Grocery,USER_937,Normal
939,22.55,4,Food,0,0,96,3,46,0,0,0.015329290841853383,0.9594594594594595,0.3333333333333333,TX_939,Food,USER_938,Normal
940,154.66,4,Electronics,0,1,62,2,30,0,1,0.10513650206656515,0.5000000000000001,0.2222222222222222,TX_940,Electronics,USER_939,Normal
941,57.65,10,Grocery,0,0,42,2,49,0,0,0.03918996084402871,0.22972972972972971,0.2222222222222222,TX_941,Grocery,USER_940,Normal
942,145.41,19,Travel,0,0,32,3,61,0,0,0.09884843376114857,0.09459459459459463,0.3333333333333333,TX_942,Travel,USER_941,Normal
943,189.7,23,Travel,0,0,90,1,27,0,0,0.12895638459865127,0.8783783783783784,0.1111111111111111,TX_943,Travel,USER_942,Normal
